,revision_id,article_quality_est,article_name,country,geographic region,population,_merge
21237,798742813.0,C,David Tennant (politician),Cape Colony,,,left_only
21238,799373837.0,B,Andries Stockenström,Cape Colony,,,left_only
21239,799472552.0,C,"Sir Harry Smith, 1st Baronet",Cape Colony,,,left_only
21240,800159179.0,Start,Charles Henry Darling,Cape Colony,,,left_only
21241,800767317.0,C,John Paterson (Cape politician),Cape Colony,,,left_only
21242,801351302.0,C,John X. Merriman,Cape Colony,,,left_only
21243,801417570.0,Start,Mpilo Walter Benson Rubusana,Cape Colony,,,left_only
21244,801856640.0,C,Henry Hugh Clifford,Cape Colony,,,left_only
21245,801935094.0,C,James Tennant Molteno,Cape Colony,,,left_only
21246,803177433.0,C,Leander Starr Jameson,Cape Colony,,,left_only
21247,803288472.0,B,Henry Bartle Frere,Cape Colony,,,left_only
21248,803303116.0,C,"Hercules Robinson, 1st Baron Rosmead",Cape Colony,,,left_only
21249,803618569.0,C,"Henry Loch, 1st Baron Loch",Cape Colony,,,left_only
21250,803908887.0,Start,Francis Dundas,Cape Colony,,,left_only
21251,804277547.0,Start,Lowry Cole,Cape Colony,,,left_only
21252,804362436.0,C,"Sir David Baird, 1st Baronet",Cape Colony,,,left_only
21253,804497413.0,GA,James Rose Innes,Cape Colony,,,left_only
21254,805157563.0,Stub,Nicolaas Frederic de Waal,Cape Colony,,,left_only
21255,805678535.0,C,"John Charles Molteno, Jr.",Cape Colony,,,left_only
21256,805962015.0,C,"Alfred Milner, 1st Viscount Milner",Cape Colony,,,left_only
21257,806340214.0,C,Gordon Sprigg,Cape Colony,,,left_only
21258,806647373.0,B,Cecil Rhodes,Cape Colony,,,left_only
21259,807290539.0,FA,George Grey,Cape Colony,,,left_only
21260,807330872.0,C,Peregrine Maitland,Cape Colony,,,left_only
21261,807401513.0,C,Thomas Francis Wade,Cape Colony,,,left_only
24492,663348266.0,Stub,"List of members of the National Assembly (South Korea), 1950–54",South Korean,,,left_only
24493,703478926.0,Stub,Park In-won,South Korean,,,left_only
24494,716323288.0,Stub,Kim Seung-kew,South Korean,,,left_only
24495,717405394.0,Start,Seo Young-kyo,South Korean,,,left_only
24496,723064614.0,Stub,Lee Wu-jong,South Korean,,,left_only
24497,760062536.0,Start,Yu In-chon,South Korean,,,left_only
24498,770622878.0,Stub,Kim Wan-ju,South Korean,,,left_only
24499,770623036.0,Start,Park Yong-jin,South Korean,,,left_only
24500,770757174.0,Stub,Lee Jong-kul,South Korean,,,left_only
24501,770760118.0,Stub,Kim Hyun-jong,South Korean,,,left_only
24502,774367693.0,Stub,Shin Ki-ha,South Korean,,,left_only
24503,775234175.0,Stub,Lee Chunhee,South Korean,,,left_only
24504,775458263.0,Stub,Ahn Dae-hee,South Korean,,,left_only
24505,775458608.0,Start,Ahn Gyu-baek,South Korean,,,left_only
24506,775458639.0,Start,Park Hong-keun,South Korean,,,left_only
24507,777008205.0,Stub,Ahn Sang-yeong,South Korean,,,left_only
24508,777070214.0,Stub,Jang Deok-jin,South Korean,,,left_only
24509,778915319.0,Stub,Kim Jae-soon,South Korean,,,left_only
24510,778916810.0,Stub,Kim Jin-sun,South Korean,,,left_only
24511,779544705.0,Stub,Kim Il-ung,South Korean,,,left_only
24512,779544873.0,Stub,Koo Kyo-hyun,South Korean,,,left_only
24513,780227423.0,Start,Ji Sang-wook,South Korean,,,left_only
24514,781133659.0,Start,Chung Hong-won,South Korean,,,left_only
24515,781134255.0,Stub,Kim Byong-joon,South Korean,,,left_only
24516,782498395.0,Start,Hong Ihk-pyo,South Korean,,,left_only
24517,782649404.0,Stub,Jeon Soon-ok,South Korean,,,left_only
24518,785317852.0,Start,Lee Hae-chan,South Korean,,,left_only
24519,790178486.0,Stub,Yu Myung-hwan,South Korean,,,left_only
24520,790178940.0,Start,Yoon Young-kwan,South Korean,,,left_only
24521,790179508.0,Stub,Yoon Jeung-hyun,South Korean,,,left_only
24522,790180349.0,Start,Suh Sang-chul,South Korean,,,left_only
24523,790471224.0,C,Bak Maeng-woo,South Korean,,,left_only
24524,791389950.0,Start,Lee Wan-koo,South Korean,,,left_only
24525,792037093.0,Start,Kim Chang-ryong,South Korean,,,left_only
24526,794638210.0,Stub,Yun Duk-min,South Korean,,,left_only
24527,795546187.0,Stub,Cheong Yang-seog,South Korean,,,left_only
24528,795546191.0,Start,Chin Young,South Korean,,,left_only
24529,795546228.0,Start,Kim Kwan-yong,South Korean,,,left_only
24530,795546245.0,Stub,Lee Hahn-koo,South Korean,,,left_only
24531,795546256.0,Stub,Lee Jung-hyun (politician),South Korean,,,left_only
24532,797806095.0,Stub,Kim Chong-hoh,South Korean,,,left_only
24533,798295710.0,Stub,Chung Ho-yong,South Korean,,,left_only
24534,798611948.0,Stub,Lee Jae-myung,South Korean,,,left_only
24535,799083872.0,C,Lee Nak-hoon,South Korean,,,left_only
24536,799945764.0,Stub,Yoo Il-ho,South Korean,,,left_only
24537,800258105.0,Start,Park Young-sun,South Korean,,,left_only
24538,800896932.0,Start,Kwon Young-ghil,South Korean,,,left_only
24539,800896981.0,Stub,In Jae-keun,South Korean,,,left_only
24540,802728876.0,Stub,Kang Kum-sil,South Korean,,,left_only
24541,802955917.0,Stub,Park Yong-ok,South Korean,,,left_only
24542,803383030.0,Stub,Jeon Hye-sook,South Korean,,,left_only
24543,803838269.0,Start,Kim Un-yong,South Korean,,,left_only
24544,804816596.0,C,Sim Sang-jung,South Korean,,,left_only
24545,804817210.0,C,Kim So-yeon (activist),South Korean,,,left_only
24546,804962117.0,Stub,Yi Yun-yong,South Korean,,,left_only
24547,804962160.0,Stub,Byeon Yeong-tae,South Korean,,,left_only
24548,804962170.0,Stub,Lee Beom-seok (foreign minister),South Korean,,,left_only
24549,804968129.0,Stub,Yoo Chang-soon,South Korean,,,left_only
24550,804968364.0,Stub,Lee Hyun-jae,South Korean,,,left_only
24551,804968483.0,Stub,Hyun Soong-jong,South Korean,,,left_only
24552,804971432.0,Stub,Yun Byung-se,South Korean,,,left_only
24553,804971477.0,Stub,Kim Sung-hwan (politician),South Korean,,,left_only
24554,804971686.0,Stub,Kim Suk-soo,South Korean,,,left_only
24555,804971888.0,C,Kim Hwang-sik,South Korean,,,left_only
24556,804972263.0,Stub,Chang Sang,South Korean,,,left_only
24557,805053478.0,Start,Chang Taek-sang,South Korean,,,left_only
24558,805158721.0,Stub,"List of members of the South Korean Constituent Assembly, 1948–50",South Korean,,,left_only
24559,805293256.0,C,Lim Su-kyung,South Korean,,,left_only
24560,805956890.0,Start,Ki Dong-min,South Korean,,,left_only
24561,805991409.0,Stub,Shin Sung-mo,South Korean,,,left_only
24562,806073279.0,Start,Chun Jung-bae,South Korean,,,left_only
24563,806073996.0,Start,"List of members of the National Assembly (South Korea), 2012–2016",South Korean,,,left_only
24564,806124709.0,Start,Han Duck-soo,South Korean,,,left_only
24565,806145466.0,C,Roh Tae-woo,South Korean,,,left_only
24566,806182207.0,C,Han Myeong-sook,South Korean,,,left_only
24567,806184478.0,C,Choo Mi-ae,South Korean,,,left_only
24568,806319565.0,Start,Na Kyung-won,South Korean,,,left_only
24569,806399005.0,Start,Min Byung-doo,South Korean,,,left_only
24570,806439224.0,Stub,Choe Kwang-shik,South Korean,,,left_only
24571,806462613.0,C,Choi Kyu-hah,South Korean,,,left_only
24572,806511942.0,Stub,Won Sei-hoon,South Korean,,,left_only
24573,806512047.0,Stub,Won Yoo-chul,South Korean,,,left_only
24574,806555857.0,Start,Kim Boo-kyum,South Korean,,,left_only
24575,806590508.0,Stub,Baek Du-jin,South Korean,,,left_only
24576,806749773.0,Start,"List of members of the National Assembly (South Korea), 2016–present",South Korean,,,left_only
24577,806801805.0,C,Park Chung-hee,South Korean,,,left_only
24578,806846283.0,C,Chun Doo-hwan,South Korean,,,left_only
24579,806852494.0,B,Roh Moo-hyun,South Korean,,,left_only
24580,807021657.0,Start,Lee Jung-hee,South Korean,,,left_only
24581,807029190.0,Stub,Song Yo-chan,South Korean,,,left_only
24582,807057020.0,Start,Kitack Lim,South Korean,,,left_only
24583,807060237.0,B,Park Geun-hye,South Korean,,,left_only
24584,807122658.0,C,Do Jong-hwan,South Korean,,,left_only
24585,807142261.0,C,Assassination of Park Chung-hee,South Korean,,,left_only
24586,807404528.0,Stub,Geum Min,South Korean,,,left_only
24587,807423123.0,Stub,Nam Duck-woo,South Korean,,,left_only
32098,671515606.0,Stub,Toluono Feti,Samoan,,,left_only
32099,704919844.0,B,James Ah Koy,Samoan,,,left_only
32100,705218371.0,Start,Va'aelua Eti Alesana,Samoan,,,left_only
32101,706207837.0,Start,Misa Telefoni Retzlaff,Samoan,,,left_only
32102,706804758.0,Stub,Luagalau Levaula Kamu,Samoan,,,left_only
32103,706837234.0,Stub,Leafa Vitale,Samoan,,,left_only
32104,707525246.0,Stub,Niko Lee Hang,Samoan,,,left_only
32105,707525315.0,Stub,Tuu'u Anasi'i Leota,Samoan,,,left_only
32106,707750982.0,Stub,Tuiloma Pule Lameko,Samoan,,,left_only
32107,714244543.0,Stub,Laauli Leuatea Polataivao,Samoan,,,left_only
32108,717442173.0,Stub,To’alepaiali’i Toeolesulusulu Salesa III,Samoan,,,left_only
32109,718995854.0,Stub,Namulau’ulu Vavae Tuilagi,Samoan,,,left_only
32110,719691980.0,Stub,Lefau Harry Schuster,Samoan,,,left_only
32111,723152770.0,Stub,Tuitama Talalelei Tuitama,Samoan,,,left_only
32112,726724077.0,Stub,Le Mamea Matatumua Ata,Samoan,,,left_only
32113,726724455.0,Stub,Tole’afoa Solomona To’ailoa,Samoan,,,left_only
32114,738999542.0,Start,Lealailepule Rimoni Aiafi,Samoan,,,left_only
32115,739170575.0,Start,Va'ai Papu Vailupe,Samoan,,,left_only
32116,739170586.0,Start,Palusalue Fa’apo II,Samoan,,,left_only
32117,739170620.0,Start,Tolofuaivalelei Falemoe Lei’ataua,Samoan,,,left_only
32118,739170646.0,Start,A'eau Peniamina,Samoan,,,left_only
32119,739170663.0,Stub,Patu Ativalu,Samoan,,,left_only
32120,740773350.0,C,Sua Sulu'ape Paulo II,Samoan,,,left_only
32121,745204530.0,Stub,Asiata Sale'imoa Va'ai,Samoan,,,left_only
32122,748298776.0,Stub,Aiono Nonumalo Sofara,Samoan,,,left_only
32123,748384437.0,Start,Mata'afa Faumuina Fiame Mulinu'u I,Samoan,,,left_only
32124,748477510.0,C,Fiame Mata'afa Faumuina Mulinu'u II,Samoan,,,left_only
32125,757107378.0,Start,Matatumua Maimoana,Samoan,,,left_only
32126,757107952.0,C,Laulu Fetauimalemau Mata'afa,Samoan,,,left_only
32127,757562316.0,Start,Fiame Naomi Mata'afa,Samoan,,,left_only
32128,757616961.0,Stub,Safuneitu'uga Pa'aga Neri,Samoan,,,left_only
32129,758953501.0,Stub,Gatoloaifaana Amataga Alesana-Gidlow,Samoan,,,left_only
32130,762572848.0,Stub,Tuala Ainiu Iusitino,Samoan,,,left_only
32131,767363297.0,C,Paul Alan Cox,Samoan,,,left_only
32132,771267864.0,Stub,Tuala Falenaoti Tiresa Malietoa,Samoan,,,left_only
32133,771651038.0,Stub,Toi Aukuso Cain,Samoan,,,left_only
32134,780759402.0,Stub,Muagututagata Peter Ah Him,Samoan,,,left_only
32135,782134923.0,Start,Sua Rimoni Ah Chong,Samoan,,,left_only
32136,782465136.0,Start,Luamanuvao Winnie Laban,Samoan,,,left_only
32137,782768517.0,Stub,Order of Merit of Samoa,Samoan,,,left_only
32138,783679600.0,Stub,Sapa'u Ruperake Petaia,Samoan,,,left_only
32139,784413731.0,Start,Le Mamea Ropati,Samoan,,,left_only
32140,785553682.0,Start,Tui Manuʻa Elisala,Samoan,,,left_only
32141,786776338.0,Start,Mata'afa,Samoan,,,left_only
32142,787519332.0,C,Polataivao Fosi,Samoan,,,left_only
32143,788649434.0,Start,Tony Tuimavave,Samoan,,,left_only
32144,791884820.0,Stub,Tuimaleali'ifano,Samoan,,,left_only
32145,793129536.0,Start,Dave Solomon (rugby),Samoan,,,left_only
32146,793294077.0,Start,Va'ai Kolone,Samoan,,,left_only
32147,793926721.0,Stub,Tamaseu Leni Warren,Samoan,,,left_only
32148,794202189.0,Start,Mata'afa Iosefo,Samoan,,,left_only
32149,796309750.0,Stub,Ale Vena Ale,Samoan,,,left_only
32150,796377891.0,Stub,Keneti Sio,Samoan,,,left_only
32151,797760961.0,C,Prime Minister of Samoa,Samoan,,,left_only
32152,798166885.0,Stub,Tupua Tamasese Lealofi IV,Samoan,,,left_only
32153,798166951.0,Start,Tofilau Eti Alesana,Samoan,,,left_only
32154,798494387.0,Start,Aiono Fanaafi Le Tagaloa,Samoan,,,left_only
32155,798807561.0,Start,Le Tagaloa Pita,Samoan,,,left_only
32156,801057378.0,Stub,Aveau Niko Palamo,Samoan,,,left_only
32157,801142102.0,C,Mark Gosche,Samoan,,,left_only
32158,801175876.0,C,Lauaki Namulauulu Mamoe,Samoan,,,left_only
32159,801182300.0,C,Tufuga Efi,Samoan,,,left_only
32160,801186581.0,Start,Salamasina,Samoan,,,left_only
32161,801213484.0,Stub,Tupua Tamasese Meaʻole,Samoan,,,left_only
32162,801564093.0,Start,Emma Kruse Va'ai,Samoan,,,left_only
32163,801570141.0,C,Tuilaepa Aiono Sailele Malielegaoi,Samoan,,,left_only
32164,801746626.0,Stub,Tupua Tamasese,Samoan,,,left_only
32165,801944573.0,Start,Tupua Tamasese Lealofi III,Samoan,,,left_only
32166,802011301.0,Start,Olaf Frederick Nelson,Samoan,,,left_only
32167,802218035.0,Start,Va'aletoa Sualauvi II,Samoan,,,left_only
32168,802850235.0,Start,Faumuina Tiatia Liuga,Samoan,,,left_only
32169,804303257.0,C,Malietoa Tanumafili II,Samoan,,,left_only
32170,804379271.0,Stub,Fuimaono Naoia Tei,Samoan,,,left_only
32171,804379277.0,Stub,Fuiono Senio,Samoan,,,left_only
32172,806055721.0,GA,O le Ao o le Malo,Samoan,,,left_only
32173,807177019.0,C,William Sio,Samoan,,,left_only
34569,674919905.0,Stub,Speaker of the Legislative Assembly of Montserrat,Montserratian,,,left_only
34570,712713704.0,Stub,Peter Waterworth,Montserratian,,,left_only
34571,719256142.0,Start,Christopher J. Turner,Montserratian,,,left_only
34572,725980651.0,Start,Howard Fergus,Montserratian,,,left_only
34573,737169369.0,Start,Ashley Greenwood,Montserratian,,,left_only
34574,757086597.0,Stub,Teresina Bodkin,Montserratian,,,left_only
34575,757086621.0,Stub,Shirley Osborne,Montserratian,,,left_only
34576,762009545.0,Stub,Adrian Davis (governor),Montserratian,,,left_only
34577,768679602.0,Start,David G. P. Taylor,Montserratian,,,left_only
34578,770131970.0,Start,Sarita Francis,Montserratian,,,left_only
34579,771351774.0,Stub,David Brandt (politician),Montserratian,,,left_only
34580,771351955.0,Stub,Bertrand Osborne,Montserratian,,,left_only
34581,771352057.0,Stub,Percival Austin Bramble,Montserratian,,,left_only
34582,781452925.0,Stub,Winston Pond,Montserratian,,,left_only
34583,783821985.0,Start,Mary Rose Tuitt,Montserratian,,,left_only
34584,784856577.0,Stub,Tony Longrigg,Montserratian,,,left_only
34585,784875662.0,Start,Deborah Barnes-Jones,Montserratian,,,left_only
34586,788976365.0,C,William Henry Bramble,Montserratian,,,left_only
34587,789918293.0,Stub,John Kemys Spencer-Churchill,Montserratian,,,left_only
34588,790614135.0,Start,Reuben Meade,Montserratian,,,left_only
34589,791981452.0,Start,Wilfred Bennett Davidson-Houston,Montserratian,,,left_only
34590,793896767.0,Stub,Elizabeth Carriere,Montserratian,,,left_only
34591,798265888.0,Start,"Government House, Montserrat",Montserratian,,,left_only
34592,799317293.0,Start,Donaldson Romeo,Montserratian,,,left_only
34593,801175821.0,Start,Premier of Montserrat,Montserratian,,,left_only
34594,806415676.0,Start,Governor of Montserrat,Montserratian,,,left_only
34595,806730593.0,Stub,Tony Abbott (governor),Montserratian,,,left_only
35662,680532939.0,Stub,Chairman of the Island Council (Pitcairn),Pitcairn Islands,,,left_only
35663,715823848.0,Stub,Edgar Allen Christian,Pitcairn Islands,,,left_only
35664,715823876.0,Stub,Frederick Martin Christian,Pitcairn Islands,,,left_only
35665,715823908.0,Stub,John Lorenzo Christian,Pitcairn Islands,,,left_only
35666,717259837.0,Stub,Benjamin Stanley Young,Pitcairn Islands,,,left_only
35667,717338734.0,Stub,Edward Quintal,Pitcairn Islands,,,left_only
35668,717340951.0,Stub,Arthur Quintal I,Pitcairn Islands,,,left_only
35669,717340996.0,Stub,Fletcher Christian II,Pitcairn Islands,,,left_only
35670,717341064.0,Stub,Moses Young,Pitcairn Islands,,,left_only
35671,717345596.0,Stub,Matthew McCoy (Magistrate),Pitcairn Islands,,,left_only
35672,717346443.0,Stub,Arthur Quintal II,Pitcairn Islands,,,left_only
35673,717350782.0,Stub,Charles Christian II,Pitcairn Islands,,,left_only
35674,717867039.0,Stub,Norris Henry Young,Pitcairn Islands,,,left_only
35675,719706841.0,Stub,Arthur Galsworthy,Pitcairn Islands,,,left_only
35676,731458576.0,Stub,Jonathan Sinclair,Pitcairn Islands,,,left_only
35677,748179514.0,Stub,Simon Young (magistrate),Pitcairn Islands,,,left_only
35678,749046736.0,Stub,Brian Young (magistrate),Pitcairn Islands,,,left_only
35679,751464749.0,Stub,Joshua Hill (Pitcairn Island leader),Pitcairn Islands,,,left_only
35680,754790610.0,C,George Fergusson (diplomat),Pitcairn Islands,,,left_only
35681,754935959.0,Start,James Russell McCoy,Pitcairn Islands,,,left_only
35682,754935982.0,Stub,Matthew Edmond McCoy,Pitcairn Islands,,,left_only
35683,764601118.0,Start,Richard Fell,Pitcairn Islands,,,left_only
35684,779056744.0,Stub,William Alfred Young,Pitcairn Islands,,,left_only
35685,782764117.0,Start,Governor of Pitcairn,Pitcairn Islands,,,left_only
35686,783746509.0,Stub,Martin Williams (diplomat),Pitcairn Islands,,,left_only
35687,785508390.0,Start,David Aubrey Scott,Pitcairn Islands,,,left_only
35688,788318957.0,Start,Harold Smedley,Pitcairn Islands,,,left_only
35689,790881651.0,Start,List of high commissioners of the United Kingdom to New Zealand,Pitcairn Islands,,,left_only
35690,791265995.0,Start,Betty Christian,Pitcairn Islands,,,left_only
35691,794905581.0,C,Meralda Warren,Pitcairn Islands,,,left_only
35692,795649021.0,Start,Victoria Treadell,Pitcairn Islands,,,left_only
35693,796203049.0,Stub,Charles Richard Parkin Christian,Pitcairn Islands,,,left_only
35694,796203180.0,Stub,Warren Clive Christian,Pitcairn Islands,,,left_only
35695,796203252.0,Start,Jay Warren,Pitcairn Islands,,,left_only
35696,796592041.0,Stub,Robert Alston,Pitcairn Islands,,,left_only
35697,797221428.0,Start,Butterworth Stavely,Pitcairn Islands,,,left_only
35698,799551777.0,Stub,Gerard Bromley Robert Christian,Pitcairn Islands,,,left_only
35699,799551778.0,Stub,Ivan Christian,Pitcairn Islands,,,left_only
35700,799551779.0,Stub,Pervis Ferris Young,Pitcairn Islands,,,left_only
35701,799551780.0,Start,Thursday October Christian II,Pitcairn Islands,,,left_only
35702,799551784.0,Start,Brenda Christian,Pitcairn Islands,,,left_only
35703,800137512.0,Start,Shawn Christian (mayor),Pitcairn Islands,,,left_only
35704,801175970.0,Start,List of rulers of the Pitcairn Islands,Pitcairn Islands,,,left_only
38470,687127320.0,Stub,Earl Asim Martin,Saint Kitts and Nevis,,,left_only
38471,703666654.0,Start,Paul Southwell,Saint Kitts and Nevis,,,left_only
38472,709078753.0,Stub,Lee Moore (politician),Saint Kitts and Nevis,,,left_only
38473,709078817.0,Start,Joseph Parry (politician),Saint Kitts and Nevis,,,left_only
38474,710428915.0,Stub,Robert James Dugu Gordon,Saint Kitts and Nevis,,,left_only
38475,720360218.0,Stub,Sam Condor,Saint Kitts and Nevis,,,left_only
38476,720572188.0,Stub,Joseph Nathaniel France,Saint Kitts and Nevis,,,left_only
38477,723892438.0,Start,Shawn Richards,Saint Kitts and Nevis,,,left_only
38478,737165159.0,Stub,Patrice Nisbett,Saint Kitts and Nevis,,,left_only
38479,757950077.0,Stub,Premier of Nevis,Saint Kitts and Nevis,,,left_only
38480,774778329.0,C,Vance Amory,Saint Kitts and Nevis,,,left_only
38481,778464259.0,Start,Edmund Wickham Lawrence (Governor-General),Saint Kitts and Nevis,,,left_only
38482,779378782.0,Start,Ada Mae Edwards,Saint Kitts and Nevis,,,left_only
38483,779379168.0,Start,Constance V. Mitcham,Saint Kitts and Nevis,,,left_only
38484,783358108.0,Start,Marcella Liburd,Saint Kitts and Nevis,,,left_only
38485,784208810.0,Start,Mark Brantley,Saint Kitts and Nevis,,,left_only
38486,787971501.0,Start,Attorney General of Saint Kitts and Nevis,Saint Kitts and Nevis,,,left_only
38487,788231533.0,Start,Clement Arrindell,Saint Kitts and Nevis,,,left_only
38488,792406694.0,Start,Tapley Seaton,Saint Kitts and Nevis,,,left_only
38489,794794927.0,Stub,Konris Maynard,Saint Kitts and Nevis,,,left_only
38490,796076948.0,C,Robert Llewellyn Bradshaw,Saint Kitts and Nevis,,,left_only
38491,797053483.0,Start,Simeon Daniel,Saint Kitts and Nevis,,,left_only
38492,797760842.0,Start,List of Prime Ministers of Saint Kitts and Nevis,Saint Kitts and Nevis,,,left_only
38493,798766032.0,Stub,Kennedy Simmonds,Saint Kitts and Nevis,,,left_only
38494,799339256.0,Start,Timothy Harris,Saint Kitts and Nevis,,,left_only
38495,799930780.0,Stub,Ouboutou Tegremante,Saint Kitts and Nevis,,,left_only
38496,802273418.0,Stub,Eustace John,Saint Kitts and Nevis,,,left_only
38497,804081241.0,Start,Denzil Douglas,Saint Kitts and Nevis,,,left_only
38498,804862608.0,Start,Governor-General of Saint Kitts and Nevis,Saint Kitts and Nevis,,,left_only
38499,804942241.0,Start,Cuthbert Sebastian,Saint Kitts and Nevis,,,left_only
39573,690088836.0,Stub,List of mayors of Radoviš,Macedonia,,,left_only
39574,711339559.0,Start,Trifun Kostovski,Macedonia,,,left_only
39575,714327408.0,Start,Dimitar Dimitrov (writer),Macedonia,,,left_only
39576,715648720.0,Start,Jagnula Kunovska,Macedonia,,,left_only
39577,717927538.0,Start,Stevo Pendarovski,Macedonia,,,left_only
39578,724075817.0,Stub,Gordan Georgiev,Macedonia,,,left_only
39579,724421215.0,Stub,Slobodan Čašule,Macedonia,,,left_only
39580,724502588.0,Stub,Spiro Ristovski,Macedonia,,,left_only
39581,725551017.0,Start,Valon Saracini,Macedonia,,,left_only
39582,725560890.0,Stub,Mile Zechevikj,Macedonia,,,left_only
39583,725570133.0,Stub,Nikola Spasovski,Macedonia,,,left_only
39584,725570918.0,Stub,Vančo Šontevski,Macedonia,,,left_only
39585,725570977.0,Stub,Risto Gjorgjiev,Macedonia,,,left_only
39586,725577168.0,Stub,Vlado Misajlovski,Macedonia,,,left_only
39587,728545577.0,Stub,Ksente Bogoev,Macedonia,,,left_only
39588,736545789.0,Stub,Ferdinand Odžakov,Macedonia,,,left_only
39589,738375479.0,Stub,Slobodan Bogoevski,Macedonia,,,left_only
39590,738431228.0,Stub,Ministry of Environment and Physical Planning,Macedonia,,,left_only
39591,751054819.0,Stub,Vangel Ajanovski-Oče,Macedonia,,,left_only
39592,756341426.0,Stub,Emil Kirjas,Macedonia,,,left_only
39593,762110004.0,Stub,Abdylaqim Ademi,Macedonia,,,left_only
39594,763061803.0,Stub,Dobri Veličkovski,Macedonia,,,left_only
39595,764411930.0,Stub,Stanko Mladenovski,Macedonia,,,left_only
39596,765551331.0,Start,Siljan Avramovski,Macedonia,,,left_only
39597,771736771.0,Stub,Goran Mitevski,Macedonia,,,left_only
39598,774773036.0,Stub,Stevčo Jakimovski,Macedonia,,,left_only
39599,774773200.0,Stub,Mile Janakieski,Macedonia,,,left_only
39600,779048199.0,Stub,Ilija Dimovski,Macedonia,,,left_only
39601,780424320.0,C,Todor Petrov,Macedonia,,,left_only
39602,781819701.0,Start,Metodija Andonov-Čento,Macedonia,,,left_only
39603,783955998.0,Start,Vera Aceva,Macedonia,,,left_only
39604,784214010.0,Stub,Dragan Bogdanovski,Macedonia,,,left_only
39605,786138077.0,Stub,Ljupco Andonovski,Macedonia,,,left_only
39606,787391041.0,Start,Abdilaqim Ademi,Macedonia,,,left_only
39607,787914897.0,Start,Timco Mucunski,Macedonia,,,left_only
39608,787991725.0,Stub,Gabriela Konevska-Trajkovska,Macedonia,,,left_only
39609,787991780.0,Stub,Ilinka Mitreva,Macedonia,,,left_only
39610,788000145.0,Stub,Igor Džundev,Macedonia,,,left_only
39611,788026057.0,C,Ljube Boškoski,Macedonia,,,left_only
39612,788727080.0,Stub,Zoran Veruševski,Macedonia,,,left_only
39613,789073582.0,Start,Andrej Žernovski,Macedonia,,,left_only
39614,790065914.0,Stub,Mincho Jordanov,Macedonia,,,left_only
39615,790422718.0,Stub,Gordana Jankuloska,Macedonia,,,left_only
39616,790441999.0,Start,Sašo Mijalkov,Macedonia,,,left_only
39617,791059536.0,Stub,Maksim Dimitrievski,Macedonia,,,left_only
39618,791879937.0,Stub,Bojan Bojanovski,Macedonia,,,left_only
39619,791970429.0,C,Boris Trajkovski,Macedonia,,,left_only
39620,791991542.0,Start,Mirvan Xhemaili,Macedonia,,,left_only
39621,792146742.0,Start,Branko Crvenkovski,Macedonia,,,left_only
39622,792571494.0,Stub,Bujar Osmani,Macedonia,,,left_only
39623,795362031.0,Stub,Zoran Stavreski,Macedonia,,,left_only
39624,797194590.0,Start,Adnan Jashari,Macedonia,,,left_only
39625,797194679.0,Start,Radmila Šekerinska,Macedonia,,,left_only
39626,800739330.0,Start,Džordže Arsov,Macedonia,,,left_only
39627,801846630.0,Stub,Savo Klimovski,Macedonia,,,left_only
39628,803102189.0,Stub,Alajdin Demiri,Macedonia,,,left_only
39629,804647547.0,C,President of Macedonia,Macedonia,,,left_only
39630,804752356.0,C,Kiro Gligorov,Macedonia,,,left_only
39631,805813045.0,C,Mayor of the City of Skopje,Macedonia,,,left_only
39632,805874186.0,GA,Gjorge Ivanov,Macedonia,,,left_only
39633,806155912.0,Start,Josif Mihajlović Jurukovski,Macedonia,,,left_only
39634,806217021.0,C,Zoran Jolevski,Macedonia,,,left_only
39635,806504184.0,C,Zoran Zaev,Macedonia,,,left_only
39636,806835501.0,Start,Teuta Arifi,Macedonia,,,left_only
39637,807092813.0,Start,Koce Trajanovski,Macedonia,,,left_only
39928,694519009.0,Start,Zaur Avidzba,Abkhazia,,,left_only
39929,704938340.0,Start,Zaur Ardzinba,Abkhazia,,,left_only
39930,721094337.0,Stub,Zurab Achba,Abkhazia,,,left_only
39931,723736482.0,Stub,Shota Shamatava,Abkhazia,,,left_only
39932,755193428.0,Stub,Sumbat Saakian,Abkhazia,,,left_only
39933,786203824.0,Start,Zakan Jugelia,Abkhazia,,,left_only
39934,789039267.0,Stub,Raul Eshba,Abkhazia,,,left_only
39935,789818648.0,Start,Bagrat Shinkuba,Abkhazia,,,left_only
39936,789818730.0,Start,Samson Chanba,Abkhazia,,,left_only
39937,798644673.0,Stub,Efrem Eshba,Abkhazia,,,left_only
39938,799618550.0,Start,Garri Aiba,Abkhazia,,,left_only
39939,802029007.0,Start,Zhiuli Shartava,Abkhazia,,,left_only
39940,803018106.0,Stub,Yuri Voronov,Abkhazia,,,left_only
39941,805063877.0,Stub,Gennadi Berulava,Abkhazia,,,left_only
39942,805775169.0,Start,Guram Gabiskiria,Abkhazia,,,left_only
39943,805967589.0,C,Nestor Lakoba,Abkhazia,,,left_only
42509,703037968.0,Start,Young Vivian,Niuean,,,left_only
42510,763768679.0,Start,Robert Rex,Niuean,,,left_only
42511,766068997.0,Stub,Atapana Siakimotu,Niuean,,,left_only
42512,766068998.0,Stub,Ahohiva Levi,Niuean,,,left_only
42513,766069253.0,Stub,Bill Vakaafi Motufoou,Niuean,,,left_only
